,Date,Runoff Average (acre-ft/day)
156,1950-06-06,309.0012598426119
157,1950-06-07,460.1061078440917
158,1950-06-08,358.6498455810578
159,1950-06-09,377.1675830184373
160,1950-06-10,381.19939104393615
161,1950-06-11,155.26253909413714
162,1950-06-12,238.78320009528727
163,1950-06-13,111.12981282998675
164,1950-06-14,20.722462033944193
165,1950-06-15,29.505875755848802
166,1950-06-16,75.38523073763025
167,1950-06-17,15.137158409998408
168,1950-06-18,10.024529005791411
169,1950-06-19,4.450987864293042
170,1950-06-20,1.8680203591871605
171,1950-06-21,15.089685624442797
172,1950-06-22,178.55450169903776
173,1950-06-23,344.70701360135007
174,1950-06-24,128.6980432584031
175,1950-06-25,253.6617166217275
176,1950-06-26,357.9836800745098
177,1950-06-27,447.9554360913007
178,1950-06-28,805.0600876617757
179,1950-06-29,1175.7750119287177
180,1950-06-30,1049.2348058792488
181,1950-07-01,1125.7664019371236
182,1950-07-02,1118.5706977043842
183,1950-07-03,906.7824919812513
184,1950-07-04,462.15512386799264
185,1950-07-05,165.86677411445314
186,1950-07-06,266.26354851564656
187,1950-07-07,267.9658114143962
188,1950-07-08,222.86616936367054
189,1950-07-09,250.45685385655287
190,1950-07-10,282.90224007092314
191,1950-07-11,251.95061257976533
192,1950-07-12,248.8994445707709
193,1950-07-13,263.37248437435335
194,1950-07-14,293.05691050732435
195,1950-07-15,259.982524553088
196,1950-07-16,313.4142719674916
197,1950-07-17,286.04236474161127
198,1950-07-18,153.8375537325603
199,1950-07-19,185.436056247971
200,1950-07-20,164.47065493162216
201,1950-07-21,130.40174943175256
202,1950-07-22,135.75567684778213
203,1950-07-23,157.90467352972985
204,1950-07-24,23.082528776333632
205,1950-07-25,102.65988966285944
206,1950-07-26,3.897874239750882
207,1950-07-27,0.0
208,1950-07-28,0.0
209,1950-07-29,0.0
210,1950-07-30,3.373010574200228
211,1950-07-31,86.33838610326771
212,1950-08-01,43.51559091071897
213,1950-08-02,0.0
214,1950-08-03,0.0
215,1950-08-04,0.0
216,1950-08-05,0.0
217,1950-08-06,0.0
218,1950-08-07,0.0
219,1950-08-08,0.0
220,1950-08-09,0.0
221,1950-08-10,0.0
222,1950-08-11,0.0
223,1950-08-12,0.0
224,1950-08-13,1.4489736736752872
225,1950-08-14,1.0417747204462457
226,1950-08-15,0.0
227,1950-08-16,0.0
228,1950-08-17,0.0
229,1950-08-18,0.26953593127935377
230,1950-08-19,3.829841215046721
231,1950-08-20,48.24152972311092
232,1950-08-21,86.09262306590485
233,1950-08-22,3.2192949412185694
234,1950-08-23,63.15779379633975
235,1950-08-24,3.7668369287438863
236,1950-08-25,0.0
237,1950-08-26,2.145008220810202
238,1950-08-27,0.0
239,1950-08-28,0.09359266798972851
240,1950-08-29,2.990992021395098
241,1950-08-30,0.13901879271458253
242,1950-08-31,0.0
243,1950-09-01,0.0
244,1950-09-02,0.0
245,1950-09-03,0.0
246,1950-09-04,0.0
247,1950-09-05,0.0
248,1950-09-06,0.0
249,1950-09-07,0.0
250,1950-09-08,0.0
251,1950-09-09,0.0
252,1950-09-10,0.0
253,1950-09-11,0.0
254,1950-09-12,0.0
255,1950-09-13,0.0
256,1950-09-14,0.0
257,1950-09-15,0.0
258,1950-09-16,0.0
259,1950-09-17,0.0
260,1950-09-18,0.0
261,1950-09-19,0.0
262,1950-09-20,0.0
263,1950-09-21,0.0
264,1950-09-22,0.0
265,1950-09-23,0.0
266,1950-09-24,0.0
267,1950-09-25,0.0
268,1950-09-26,0.0
269,1950-09-27,0.0
270,1950-09-28,0.0
271,1950-09-29,0.0
272,1950-09-30,0.0
273,1950-10-01,0.0
274,1950-10-02,0.0
275,1950-10-03,0.49829301809913457
276,1950-10-04,95.84954281449981
277,1950-10-05,23.032769344536163
278,1950-10-06,9.249336062334438
279,1950-10-07,12.117538127075044
280,1950-10-08,4.816612002930469
281,1950-10-09,1.9249962414338162
282,1950-10-10,0.0
283,1950-10-11,0.8882882971197513
284,1950-10-12,0.009875547269211457
285,1950-10-13,3.629672874512788
286,1950-10-14,12.072390467603723
287,1950-10-15,5.531193043664365
288,1950-10-16,1.6558255831840243
289,1950-10-17,5.772486172028243
290,1950-10-18,6.460331032134053
291,1950-10-19,0.0
292,1950-10-20,0.0
293,1950-10-21,0.20002208972724947
294,1950-10-22,0.0
295,1950-10-23,0.0
296,1950-10-24,0.718291009522065
297,1950-10-25,0.0
298,1950-10-26,15.087225091076697
299,1950-10-27,0.4145314578423786
300,1950-10-28,0.0
301,1950-10-29,0.0
302,1950-10-30,0.0
303,1950-10-31,23.252651379848885
304,1950-11-01,3.0386571689271715
305,1950-11-02,0.0
306,1950-11-03,0.0
307,1950-11-04,0.0
308,1950-11-05,0.005437096085054327
309,1950-11-06,0.0
310,1950-11-07,0.0
311,1950-11-08,0.0
312,1950-11-09,0.0
313,1950-11-10,0.0
314,1950-11-11,0.5175542636408518
315,1950-11-12,6.785038289695001
316,1950-11-13,31.081809710221854
317,1950-11-14,5.280039485653033
318,1950-11-15,7.682161648448665
319,1950-11-16,10.964158252459207
320,1950-11-17,82.03997026758194
321,1950-11-18,13.965727312185882
322,1950-11-19,3.7156328898059523
323,1950-11-20,13.635262802735834
324,1950-11-21,10.058524239196744
325,1950-11-22,2.826375936652773
326,1950-11-23,9.145950606589
327,1950-11-24,7.535157318316837
328,1950-11-25,1.3989085613180847
329,1950-11-26,0.3345296362588846
330,1950-11-27,0.07384640118061389
331,1950-11-28,0.15945878297614285
332,1950-11-29,3.1628329311380257
333,1950-11-30,0.4189713324222502
334,1950-12-01,3.6148757344954126
335,1950-12-02,4.612436014808889
336,1950-12-03,0.4526478614701259
337,1950-12-04,0.5480124721871116
338,1950-12-05,0.0
339,1950-12-06,0.1574069324853248
340,1950-12-07,0.43440987852831364
341,1950-12-08,0.6296714078838771
342,1950-12-09,3.9434755925807337
343,1950-12-10,1.2213831539738405
344,1950-12-11,0.5382493910524622
345,1950-12-12,2.164027203901748
346,1950-12-13,1.2449940734512919
347,1950-12-14,2.425340263036295
348,1950-12-15,3.3880030399055165
349,1950-12-16,3.476267782587566
350,1950-12-17,5.837833804761754
351,1950-12-18,0.0
352,1950-12-19,3.247102280741119
353,1950-12-20,0.04376518725253234
354,1950-12-21,1.2687989274918587
355,1950-12-22,3.2972127334896437
356,1950-12-23,1.0688232568423899
357,1950-12-24,1.1298091468288867
358,1950-12-25,0.0
359,1950-12-26,0.8457013997688138
360,1950-12-27,2.664983790080692
361,1950-12-28,2.5392881957304687
362,1950-12-29,5.490502102764659
363,1950-12-30,5.062868823068374
364,1950-12-31,5.869452615721236
365,1951-01-01,0.2512455664319475
366,1951-01-02,1.771012042178551
367,1951-01-03,1.764533775321788
368,1951-01-04,2.0000170994756994
369,1951-01-05,0.9730076127903653
370,1951-01-06,12.221705262893627
371,1951-01-07,37.84238087614275
372,1951-01-08,8.585607911682878
373,1951-01-09,1.8365212212029078
374,1951-01-10,0.5520301611190819
375,1951-01-11,0.03786229422885604
376,1951-01-12,5.0254601174416855
377,1951-01-13,1.8387207453996472
378,1951-01-14,3.3999149764205727
379,1951-01-15,4.005278439563182
380,1951-01-16,5.3076163572028605
381,1951-01-17,12.963888142503826
382,1951-01-18,7.20440687115811
383,1951-01-19,5.563723381513488
384,1951-01-20,5.071000856054802
385,1951-01-21,4.996982520636951
386,1951-01-22,6.9264075401714225
387,1951-01-23,40.16745978729948
388,1951-01-24,4.193660492386557
389,1951-01-25,26.375230437903284
390,1951-01-26,39.748557012208025
391,1951-01-27,16.493730981592915
392,1951-01-28,3.241396064563861
393,1951-01-29,7.234682830642295
394,1951-01-30,0.9248886242603117
395,1951-01-31,1.9219431941572138
396,1951-02-01,9.883867589598616
397,1951-02-02,0.14124823254863195
398,1951-02-03,0.00047898007400402323
399,1951-02-04,0.7684733827275065
400,1951-02-05,173.03259936170136
401,1951-02-06,49.02213837994279
402,1951-02-07,0.0
403,1951-02-08,0.0909950835109054
404,1951-02-09,44.94416852428491
405,1951-02-10,4.636864968541383
406,1951-02-11,0.0
407,1951-02-12,0.6469208231394811
408,1951-02-13,1.3800927737983597
409,1951-02-14,27.03601328642576
410,1951-02-15,99.64692864121437
411,1951-02-16,6.324518868462337
412,1951-02-17,1.1640090275008697
413,1951-02-18,0.0
414,1951-02-19,11.814519189236133
415,1951-02-20,32.18615083735509
416,1951-02-21,2.022723654035188
417,1951-02-22,77.14480339158766
418,1951-02-23,129.4762356337373
419,1951-02-24,69.17272370966697
420,1951-02-25,1.56343956651615
421,1951-02-26,91.79966303529459
422,1951-02-27,262.36152690888684
423,1951-02-28,834.4977658688306
424,1951-03-01,997.8515720037458
425,1951-03-02,330.215474880376
426,1951-03-03,119.97964190399802
427,1951-03-04,57.68275556788336
428,1951-03-05,61.54336390379785
429,1951-03-06,156.47055697256567
430,1951-03-07,195.26913676073502
431,1951-03-08,87.2812216391408
432,1951-03-09,180.42757633677704
433,1951-03-10,62.76070444588576
434,1951-03-11,109.29482950022532
435,1951-03-12,131.2221900030337
436,1951-03-13,156.1125471068477
437,1951-03-14,362.7972958110918
438,1951-03-15,460.5573809274746
439,1951-03-16,626.6049405762977
440,1951-03-17,809.9283907720823
441,1951-03-18,909.3785643143713
442,1951-03-19,1053.5566495910355
443,1951-03-20,996.5811810952789
444,1951-03-21,1040.9394375166887
445,1951-03-22,1112.8553896438468
446,1951-03-23,1239.2718492385723
447,1951-03-24,183.32577471865105
448,1951-03-25,79.24240973051701
449,1951-03-26,268.6985204392352
450,1951-03-27,508.5950393019141
451,1951-03-28,251.40572703688707
452,1951-03-29,264.07878192680175
453,1951-03-30,208.4671901341657
454,1951-03-31,494.42855626611146
455,1951-04-01,673.7241930160009
456,1951-04-02,610.211135997295
457,1951-04-03,201.23115181674257
458,1951-04-04,176.9318917662991
459,1951-04-05,59.60843918383891
460,1951-04-06,157.2079806285649
461,1951-04-07,44.77176278411422
462,1951-04-08,82.23127617677183
463,1951-04-09,498.7625586429568
464,1951-04-10,700.7238444172166
465,1951-04-11,447.8469312168678
466,1951-04-12,226.46437512685094
467,1951-04-13,173.00056003188686
468,1951-04-14,106.97506659622982
469,1951-04-15,124.21558171142577
470,1951-04-16,161.03985495909697
471,1951-04-17,129.13949228003554
472,1951-04-18,75.03072099952264
473,1951-04-19,126.19207854862407
474,1951-04-20,219.3160863292817
475,1951-04-21,288.0964244100988
476,1951-04-22,323.9407979381067
477,1951-04-23,430.768839606919
478,1951-04-24,463.72075821835585
479,1951-04-25,398.39133071851444
480,1951-04-26,225.65531352347907
481,1951-04-27,52.10821468079757
482,1951-04-28,36.6915298834558
483,1951-04-29,29.289662838500252
484,1951-04-30,83.97684824392351
485,1951-05-01,5.322853203121789
486,1951-05-02,27.491666770576355
487,1951-05-03,247.93058475195835
488,1951-05-04,56.072307906602454
489,1951-05-05,26.424809360087693
490,1951-05-06,15.055171002033829
491,1951-05-07,32.21999719558341
492,1951-05-08,104.76278757440402
493,1951-05-09,56.07600829210716
494,1951-05-10,2.4510043280613205
495,1951-05-11,133.59677355865145
496,1951-05-12,34.10100956613822
497,1951-05-13,45.458031618793505
498,1951-05-14,33.89068229694853
499,1951-05-15,115.32336087659424
500,1951-05-16,255.29550200707322
501,1951-05-17,422.8165752297267
502,1951-05-18,537.2318031029359
503,1951-05-19,277.64599293606767
504,1951-05-20,314.25294845513446
505,1951-05-21,276.07775947605234
506,1951-05-22,267.3359545748396
507,1951-05-23,314.50833070441905
508,1951-05-24,369.03888084351615
509,1951-05-25,346.3855297754152
510,1951-05-26,388.2728343406521
511,1951-05-27,237.7226762476187
512,1951-05-28,388.517571770514
513,1951-05-29,125.45994822375687
514,1951-05-30,101.38402735432177
515,1951-05-31,89.200313232013
516,1951-06-01,93.3081822578761
517,1951-06-02,78.01306798559055
518,1951-06-03,105.29147845066295
519,1951-06-04,160.7381291616186
520,1951-06-05,105.81670133720488
521,1951-06-06,92.68176361949695
522,1951-06-07,48.01819538472612
523,1951-06-08,11.588031604112516
524,1951-06-09,11.055366568045615
525,1951-06-10,3.667902376288612
526,1951-06-11,4.474638869959916
527,1951-06-12,11.341247579202912
528,1951-06-13,14.746347286676874
529,1951-06-14,10.66135597436375
530,1951-06-15,46.52649772510326
531,1951-06-16,1.9659457662813495
532,1951-06-17,2.2636744918483545
533,1951-06-18,11.070796237166897
534,1951-06-19,7.749327223930728
535,1951-06-20,8.151185104928404
536,1951-06-21,19.986726723852524
537,1951-06-22,2.3636616074540466
538,1951-06-23,19.68230499205315
539,1951-06-24,15.291680705211899
540,1951-06-25,17.87009287386922
541,1951-06-26,33.10398314808678
542,1951-06-27,9.429443873669516
543,1951-06-28,10.545242388035247
544,1951-06-29,23.337108657404332
545,1951-06-30,40.98978128640331
546,1951-07-01,29.861126828462634
547,1951-07-02,29.518053120166584
548,1951-07-03,28.91394725767091
549,1951-07-04,28.39662344582078
550,1951-07-05,11.119184349574782
551,1951-07-06,18.0833525851962
552,1951-07-07,23.895460339946894
553,1951-07-08,15.804508911103534
554,1951-07-09,15.40596066891141
555,1951-07-10,13.127793043737729
556,1951-07-11,17.700706901218766
557,1951-07-12,3.3863381127547987
558,1951-07-13,0.773298006084092
559,1951-07-14,0.07942157657947915
560,1951-07-15,3.244913045009462
561,1951-07-16,0.18073934773590333
562,1951-07-17,22.911364670152686
563,1951-07-18,0.5683700013170382
564,1951-07-19,0.0
565,1951-07-20,0.0
566,1951-07-21,0.0
567,1951-07-22,0.0
568,1951-07-23,0.0
569,1951-07-24,0.0
570,1951-07-25,0.0
571,1951-07-26,69.16442677229037
572,1951-07-27,0.28717403782487994
573,1951-07-28,0.0
574,1951-07-29,0.0
575,1951-07-30,0.0
576,1951-07-31,0.0
577,1951-08-01,0.0
578,1951-08-02,0.0
579,1951-08-03,0.0
580,1951-08-04,0.0
581,1951-08-05,0.0
582,1951-08-06,0.0
583,1951-08-07,0.0
584,1951-08-08,0.0
585,1951-08-09,0.0
586,1951-08-10,0.0
587,1951-08-11,0.0
588,1951-08-12,0.0
589,1951-08-13,1.775066282020895
590,1951-08-14,0.3975018869733452
591,1951-08-15,0.0
592,1951-08-16,0.0
593,1951-08-17,0.0
594,1951-08-18,0.0
595,1951-08-19,0.0
596,1951-08-20,0.0
597,1951-08-21,0.0
598,1951-08-22,0.0
599,1951-08-23,0.0
600,1951-08-24,12.885176434765224
601,1951-08-25,2.1443964838586593
602,1951-08-26,1.8929762657299554
603,1951-08-27,19.41218753585553
604,1951-08-28,0.0
605,1951-08-29,0.9830197330662381
606,1951-08-30,0.0
607,1951-08-31,0.0
608,1951-09-01,0.0
609,1951-09-02,0.0
610,1951-09-03,0.0
611,1951-09-04,0.0
612,1951-09-05,0.0
613,1951-09-06,0.0
614,1951-09-07,0.0
615,1951-09-08,0.0
616,1951-09-09,0.0
617,1951-09-10,0.0
618,1951-09-11,0.0
619,1951-09-12,0.0
620,1951-09-13,0.0
621,1951-09-14,0.0
622,1951-09-15,0.0
623,1951-09-16,0.0
624,1951-09-17,0.0
625,1951-09-18,0.0
626,1951-09-19,0.0
627,1951-09-20,0.0
628,1951-09-21,0.0
629,1951-09-22,0.0
630,1951-09-23,0.0
631,1951-09-24,0.0
632,1951-09-25,0.0
633,1951-09-26,0.0
634,1951-09-27,8.873313161086262
635,1951-09-28,0.03915925943784241
636,1951-09-29,0.0
637,1951-09-30,0.0
638,1951-10-01,0.0
639,1951-10-02,0.0
640,1951-10-03,0.0
641,1951-10-04,0.0
642,1951-10-05,0.0
643,1951-10-06,0.0
644,1951-10-07,0.0
645,1951-10-08,0.0
646,1951-10-09,0.0
647,1951-10-10,0.0
648,1951-10-11,0.0
649,1951-10-12,0.0
650,1951-10-13,0.0
651,1951-10-14,0.0
652,1951-10-15,0.0
653,1951-10-16,2.1896983176399427
654,1951-10-17,0.0
655,1951-10-18,0.0
656,1951-10-19,0.0
657,1951-10-20,0.0
658,1951-10-21,0.0
659,1951-10-22,0.0
660,1951-10-23,0.0
661,1951-10-24,0.0
662,1951-10-25,0.0
663,1951-10-26,0.0
664,1951-10-27,0.0
665,1951-10-28,0.0
666,1951-10-29,0.0
667,1951-10-30,0.6392286199252817
668,1951-10-31,0.0
669,1951-11-01,0.0
670,1951-11-02,19.395873887851558
671,1951-11-03,51.661022444628806
672,1951-11-04,4.4744787516727005
673,1951-11-05,33.99056763035863
674,1951-11-06,299.77332676650167
675,1951-11-07,465.9552748297914
676,1951-11-08,742.7966884420462
677,1951-11-09,24.217280053371034
678,1951-11-10,68.51149899855267
679,1951-11-11,242.16871822685778
680,1951-11-12,77.22688931869257
681,1951-11-13,24.784763173408678
682,1951-11-14,70.44619092430219
683,1951-11-15,1851.0705695655047
684,1951-11-16,417.70662913893295
685,1951-11-17,156.05193556313858
686,1951-11-18,107.81505971348972
687,1951-11-19,129.18499114440212
688,1951-11-20,356.31134669850127
689,1951-11-21,91.15186599020812
690,1951-11-22,77.49162937156305
691,1951-11-23,73.71285726727146
692,1951-11-24,308.38215552989334
693,1951-11-25,326.5028974189439
694,1951-11-26,115.43565925401707
695,1951-11-27,194.294658376537
696,1951-11-28,142.6664395760702
697,1951-11-29,6.396247018511592
698,1951-11-30,160.26282799086576
699,1951-12-01,446.93580479094715
700,1951-12-02,58.81728296518004
701,1951-12-03,21.592028371237827
702,1951-12-04,88.0531916214916
703,1951-12-05,0.5085184268005005
704,1951-12-06,26.523374318189273
705,1951-12-07,77.10101376184548
706,1951-12-08,291.6956735454239
707,1951-12-09,391.56271661624936
708,1951-12-10,150.5245351828617
709,1951-12-11,4.3105362209816
710,1951-12-12,11.445836936788002
711,1951-12-13,55.391990281957995
712,1951-12-14,8.473406726320977
713,1951-12-15,17.703643489207078
714,1951-12-16,1.0441197815176702
715,1951-12-17,0.0
716,1951-12-18,0.010795311124452275
717,1951-12-19,0.0005115349448875395
718,1951-12-20,0.0
719,1951-12-21,8.72602418606837
720,1951-12-22,28.944213820856778
721,1951-12-23,0.0
722,1951-12-24,0.014977992446876526
723,1951-12-25,0.0
724,1951-12-26,0.406094402126465
725,1951-12-27,28.006539474154287
726,1951-12-28,0.0
727,1951-12-29,0.0
728,1951-12-30,0.10404675337963913
729,1951-12-31,0.0
730,1952-01-01,0.02660859904384663
731,1952-01-02,19.022886156784455
732,1952-01-03,41.39513777477187
733,1952-01-04,200.9406015880465
734,1952-01-05,255.5516946317311
735,1952-01-06,106.87245878023865
736,1952-01-07,39.11769223968388
737,1952-01-08,0.24170254167897512
738,1952-01-09,2.8131027671476225
739,1952-01-10,25.590540784914616
740,1952-01-11,26.450891985867717
741,1952-01-12,0.9302249468952277
742,1952-01-13,0.6418189479158726
743,1952-01-14,5.475831270871456
744,1952-01-15,49.51006390992235
745,1952-01-16,9.447155287328474
746,1952-01-17,36.22798933138074
747,1952-01-18,205.98066738736304
748,1952-01-19,252.757256362565
749,1952-01-20,370.45457395652545
750,1952-01-21,345.7778986497705
751,1952-01-22,1.6916451710107503
752,1952-01-23,2.28431726659989
753,1952-01-24,119.01618953323367
754,1952-01-25,10.62199952670956
755,1952-01-26,120.33973631908671
756,1952-01-27,2.265225148175489
757,1952-01-28,0.0
758,1952-01-29,2.8285478786478
759,1952-01-30,3.1807070716448878
760,1952-01-31,0.0
761,1952-02-01,0.4334960455712956
762,1952-02-02,58.237917001108
763,1952-02-03,1.395881875409549
764,1952-02-04,0.35798869103113895
765,1952-02-05,2.7936592869416255
766,1952-02-06,2.0745036345261245
767,1952-02-07,5.0470422276154165
768,1952-02-08,2.5481353760869805
769,1952-02-09,4.153218780716193
770,1952-02-10,6.405817019765974
771,1952-02-11,19.360716553871157
772,1952-02-12,2.984759933235049
773,1952-02-13,11.357865485363854
774,1952-02-14,0.0
775,1952-02-15,11.053083256630758
776,1952-02-16,0.3848700597597589
777,1952-02-17,0.0
778,1952-02-18,0.0
779,1952-02-19,0.0
780,1952-02-20,0.0
781,1952-02-21,225.3536373100177
782,1952-02-22,293.2080068767211
783,1952-02-23,10.164674317663529
784,1952-02-24,132.4810577432292
785,1952-02-25,78.45537864271513
786,1952-02-26,80.88783242587404
787,1952-02-27,0.39560831192967133
788,1952-02-28,25.08190574591132
789,1952-02-29,113.36594127149421
790,1952-03-01,190.99118766144755
791,1952-03-02,40.86149498674099
792,1952-03-03,106.23451822073493
793,1952-03-04,13.179715943683679
794,1952-03-05,121.6193378439798
795,1952-03-06,44.447404361273776
796,1952-03-07,6.709899321086789
797,1952-03-08,41.02438074657289
798,1952-03-09,161.5802642337437
799,1952-03-10,194.71275115357665
800,1952-03-11,360.9785567359385
801,1952-03-12,487.18536754439606
802,1952-03-13,608.0492964955117
803,1952-03-14,1005.1684639589489
804,1952-03-15,129.99423563351962
805,1952-03-16,1.6442605947819555
806,1952-03-17,6.776707095497959
807,1952-03-18,39.891411218401714
808,1952-03-19,21.677217581012442
809,1952-03-20,13.91147859257915
810,1952-03-21,57.55568922409762
811,1952-03-22,3.0614201558889182
812,1952-03-23,38.05086451744669
813,1952-03-24,0.2226814927522118
814,1952-03-25,6.447321804976458
815,1952-03-26,2.1536693935822075
816,1952-03-27,77.52847920893818
817,1952-03-28,548.1041851545664
818,1952-03-29,911.4138441793983
819,1952-03-30,2037.1690279590641
820,1952-03-31,2610.559408584279
821,1952-04-01,105.60424901246773
822,1952-04-02,2.161459771382648
823,1952-04-03,6.615921030523187
824,1952-04-04,45.70038696638701
825,1952-04-05,67.61711349280104
826,1952-04-06,215.8760098242501
827,1952-04-07,151.73980547308494
828,1952-04-08,43.137496492586166
829,1952-04-09,28.048807896519527
830,1952-04-10,55.94909918663092
831,1952-04-11,83.51813312148153
832,1952-04-12,45.71291609562463
833,1952-04-13,433.7256473091752
834,1952-04-14,636.4697411381105
835,1952-04-15,1067.3017872550531
836,1952-04-16,288.5928322138044
837,1952-04-17,397.9414691531623
838,1952-04-18,390.2377261519834
839,1952-04-19,470.83681901642365
840,1952-04-20,512.5828731278798
841,1952-04-21,851.5261556897918
842,1952-04-22,76.09058194693368
843,1952-04-23,58.047819537503
844,1952-04-24,6.123806715549438
845,1952-04-25,2.9306938809245904
846,1952-04-26,5.955544513567271
847,1952-04-27,187.7127284301238
848,1952-04-28,608.3127030624237
849,1952-04-29,437.94038049643143
850,1952-04-30,69.34520961675526
851,1952-05-01,20.204799605835582
852,1952-05-02,151.19030402124534
853,1952-05-03,612.69986117367
854,1952-05-04,1061.5481363396514
855,1952-05-05,431.0456876098595
856,1952-05-06,544.8445867979511
857,1952-05-07,742.2941113275416
858,1952-05-08,881.6538731662707
859,1952-05-09,1002.6785312266734
860,1952-05-10,1709.4071301654596
