date,"(37.9676,-119.138)","(37.9785,-119.04)","(37.9894,-118.943)","(38.0557,-119.054)","(38.0665,-118.956)",Year_Month,AverageVal
20020402,0,0,0,0,0,200204,0
20020403,0,0,0,0,0,200204,0
20020404,0,0,0,0,0,200204,0
20020405,0,0,0,0,0,200204,0
20020406,0,0,0,0,0,200204,0
20020407,0,0,0,0,0,200204,0
20020408,0,0,0,0,0,200204,0
20020409,0,0,0,0,0,200204,0
20020410,0,0,0,0,0,200204,0
20020411,0,0,0,0,0,200204,0
20020412,0,0,0,0,0,200204,0
20020413,0,0,0,0,0,200204,0
20020414,0.140251547,0,0,0,0,200204,0.028050309
20020415,0,0,0,0,0,200204,0
20020416,0,0,0,0,0,200204,0
20020417,6.401053429,3.255232334,4.664383888,2.650992155,2.745062828,200204,3.943344927
20020418,4.549431801,2.295233011,3.602097034,1.872737885,1.813684702,200204,2.826636887
20020419,2.427183867,1.270706415,1.750554085,1.17096138,1.042778373,200204,1.532436824
20020420,,,0,,0,200204,0
20020421,,,0,,0,200204,0
20020422,0,0,0,0,0,200204,0
20020423,0,0,0,0,0,200204,0
20020424,0,0,0,0,0,200204,0
20020425,0,0,0,0,0,200204,0
20020426,3.508323669,1.420996666,1.750554085,1.082857609,1,200204,1.752546406
20020427,,,0.287568182,,0,200204,0.143784091
20020428,,,0,,0,200204,0
20020429,0.178335115,0,0,0,0,200204,0.035667023
20020430,9.242963791,4.297111988,5.975937366,4.023290634,3.803426743,200204,5.468546104
20020501,2.255390406,1.413116217,2.175704956,1.37216115,1.882760048,200205,1.819826555
20020502,0,0,0,0,0,200205,0
20020503,0,0,0,0,0,200205,0
20020504,,,0,,0,200205,0
20020505,,,0,,0,200205,0
20020506,0,0,0,0,0,200205,0
20020507,0,0,0,0,0,200205,0
20020508,0,0,0,0,0,200205,0
20020509,0,0,0,0,0,200205,0
20020510,0,0,0,0,0,200205,0
20020511,,,0,,0,200205,0
20020512,,,0,,0,200205,0
20020513,0,0,0,0,0,200205,0
20020514,0,0,0,0,0,200205,0
20020515,0,0,0,0,0,200205,0
20020516,0,0,0,0,0,200205,0
20020517,0,0,0,0,0,200205,0
20020518,,,0,,0,200205,0
20020519,,,0,,0,200205,0
20020520,1.508168936,0.819528997,0.598428071,1.019259691,0.698927581,200205,0.928862655
20020521,6.044335365,4.040057659,3.772412777,3.579488277,2.753492117,200205,4.037957239
20020522,1.847700596,1.231763959,1.184131503,1.413894296,0.973324835,200205,1.330163038
20020523,0,0,0,0,0,200205,0
20020524,0,0,0,0,0,200205,0
20020525,,,0,,0,200205,0
20020526,,,0,,0,200205,0
20020527,,,0,,0,200205,0
20020528,0,0,0,0,0,200205,0
20020529,0,0,0,0,0,200205,0
20020530,0,0,0,0,0,200205,0
20020531,,,0,,0,200205,0
20020601,,,,,,200206,#DIV/0!
20020602,,,,,,200206,#DIV/0!
20020603,0,0,0,0,0,200206,0
20020604,0,0,0,0,0,200206,0
20020605,0,0,0,0,0,200206,0
20020606,0,0,0,0,0,200206,0
20020607,0,0,0,0,0,200206,0
20020608,,,0,,0,200206,0
20020609,,,0,,0,200206,0
20020610,0,0,0,0,0,200206,0
20020611,0,0,0,0,0,200206,0
20020612,0,0,0,0,0,200206,0
20020613,0,0,0,0,0,200206,0
20020614,0,0,0,0,0,200206,0
20020615,,,,,,200206,#DIV/0!
20020616,,,,,,200206,#DIV/0!
20020617,0,0,0,0,0,200206,0
20020618,0,0,0,0,0,200206,0
20020619,0,0,0,0,0,200206,0
20020620,0,0,0,0,0,200206,0
20020621,0,0,0,0,0,200206,0
20020622,,,,,,200206,#DIV/0!
20020623,,,,,,200206,#DIV/0!
20020624,0,0,0,0,0,200206,0
20020625,,,,,,200206,#DIV/0!
20020626,0,0,0,0,0,200206,0
20020627,0,0,0,0,0,200206,0
20020628,0,0,0,0,0,200206,0
20020629,,,,,,200206,#DIV/0!
20020630,,,,,,200206,#DIV/0!
20020701,,,,,,200207,#DIV/0!
20020702,0,0,0,0,0,200207,0
20020703,0,0,0,0,0,200207,0
20020704,,,,,,200207,#DIV/0!
20020705,0,0,0,0,0,200207,0
20020706,,,,,,200207,#DIV/0!
20020707,,,,,,200207,#DIV/0!
20020708,0,0,0,0,0,200207,0
20020709,0,0,0,0,0,200207,0
20020710,0,0,0,0,0,200207,0
20020711,,,,,,200207,#DIV/0!
20020712,,,,,,200207,#DIV/0!
20020713,,,,,,200207,#DIV/0!
20020714,,,,,,200207,#DIV/0!
20020715,0,0.164471716,0.428427845,0,0.219395801,200207,0.162459072
20020716,0,0,0,0,0,200207,0
20020717,0,0,0,0,0,200207,0
20020718,,,0,,0,200207,0
20020719,0,0,0,0,0,200207,0
20020720,,,0,,0,200207,0
20020721,,,0,,0,200207,0
20020722,,,0,,0,200207,0
20020723,0,0,0,0,0,200207,0
20020724,0,0,0,0,0,200207,0
20020725,0,0,0,0,0,200207,0
20020726,,,0,,0,200207,0
20020727,,,0,,0,200207,0
20020728,,,0,,0,200207,0
20020729,0,0,0,0,0,200207,0
20020730,0,0,0,0,0,200207,0
20020731,0,0,0,0,0,200207,0
20020801,0,0,0,0,0,200208,0
20020802,2.243629456,1.319529057,1.969696283,1.460670233,1.520527005,200208,1.702810407
20020803,,,0,,0,200208,0
20020804,,,0,,0,200208,0
20020805,,,0,,0,200208,0
20020806,0,0,0,0,0,200208,0
20020807,0,0,0,0,0,200208,0
20020808,0,0,0,0,0,200208,0
20020809,,,0,,0,200208,0
20020810,,,0,,0,200208,0
20020811,,,0,,0,200208,0
20020812,0,0,0,0,0,200208,0
20020813,0,0,0,0,0,200208,0
20020814,0,0,0,0,0,200208,0
20020815,0,0,0,0,0,200208,0
20020816,0,0,0,0,0,200208,0
20020817,,,,,,200208,#DIV/0!
20020818,,,,,,200208,#DIV/0!
20020819,0,0,0,0,0,200208,0
20020820,0,0,0,0,0,200208,0
20020821,0,0,0,0,0,200208,0
20020822,0,0,0,0,0,200208,0
20020823,0,0,0,0,0,200208,0
20020824,,,0,,0,200208,0
20020825,,,0,,0,200208,0
20020826,0,0,0,0,0,200208,0
20020827,0,0,0,0,0,200208,0
20020828,0,0,0,0,0,200208,0
20020829,0,0,0,0,0,200208,0
20020830,0,0,0,0,0,200208,0
20020831,,,0,,0,200208,0
20020901,,,0,,0,200209,0
20020902,,,0,,0,200209,0
20020903,0,0,0,0,0,200209,0
20020904,0,0,0,0,0,200209,0
20020905,0,0,0,0,0,200209,0
20020906,,,0,,0,200209,0
20020907,,,0.5,,0.525667071,200209,0.512833536
20020908,,,0,,0,200209,0
20020909,0,0,0,0,0,200209,0
20020910,0,0,0,0,0,200209,0
20020911,0,0,0,0,0,200209,0
20020912,0,0,0,0,0,200209,0
20020913,0,0,0,0,0,200209,0
20020914,,,0,,0,200209,0
20020915,,,0,,0,200209,0
20020916,0,0,0,0,0,200209,0
20020917,0,0,0,0,0,200209,0
20020918,2.162157536,1.229354858,1.771273732,1.474987984,1.5,200209,1.627554822
20020919,0,0,0,0,0,200209,0
20020920,0,0,0,0,0,200209,0
20020921,,,0,,0,200209,0
20020922,,,0,,0,200209,0
20020923,0,0,0,0,0,200209,0
20020924,0,0,0,0,0,200209,0
20020925,0,0,0,0,0,200209,0
20020926,0,0,0,0,0,200209,0
20020927,0,0,0,0,0,200209,0
20020928,,,0,,0,200209,0
20020929,,,,,,200209,#DIV/0!
20020930,0,0,0,0,0,200209,0
20021001,0.028069004,0,0.007040681,0,0,200210,0.007021937
20021002,0,0,0,0,0,200210,0
20021003,0,0,0,0,0,200210,0
20021004,0.028069004,0,0,0,0,200210,0.005613801
20021005,,,0,,0,200210,0
20021006,,,0,,0,200210,0
20021007,0,0,0,0,0,200210,0
20021008,0,0,0,0,0,200210,0
20021009,0,0,0,0,0,200210,0
20021010,0,0,0,0,0,200210,0
20021011,0,0,0,0,0,200210,0
20021012,,,0,,0,200210,0
20021013,,,0,,0,200210,0
20021014,0,0,0,0,0,200210,0
20021015,0,0,0,0,0,200210,0
20021016,0,0,0,0,0,200210,0
20021017,0,0,0,0,0,200210,0
20021018,0,0,0,0,0,200210,0
20021019,0,0,0,0,0,200210,0
20021020,0,0,0,0,0,200210,0
20021021,0,0,0,0,0,200210,0
20021022,0,0,0,0,0,200210,0
20021023,0,0,0,0,0,200210,0
20021024,0,0,0,0,0,200210,0
20021025,0,0,0,0,0,200210,0
20021026,0,0,0,0,0,200210,0
20021027,0,0,0,0,0,200210,0
20021028,0,0,0,0,0,200210,0
20021029,0,0,0,0,0,200210,0
20021030,0,0,0,0,0,200210,0
20021031,0,0,0,0,0,200210,0
20021101,0,0,0,0,0,200211,0
20021102,0,0,0,0,0,200211,0
20021103,0,0,0,0,0,200211,0
20021104,0,0,0,0,0,200211,0
20021105,0,0,0,0,0,200211,0
20021106,0,0,0,0,0,200211,0
20021107,0,0,0,0,0,200211,0
20021108,17.49307442,16.96249771,24.04449081,14.89772034,16.00378227,200211,17.88031311
20021109,25.06464386,24.44863129,33.5881691,21.80729485,23.15839767,200211,25.61342735
20021110,1.308483005,1.605623841,2.532914639,1.412742496,1.738927603,200211,1.719738317
20021111,0.85002017,0.502275169,0.5,0.690683007,0.5,200211,0.608595669
20021112,0,0,0,0,0,200211,0
20021113,0,0,0,0,0,200211,0
20021114,0,0,0,0,0,200211,0
20021115,0,0,0,0,0,200211,0
20021116,0,0,0,0,0,200211,0
20021117,0,0,0,0,0,200211,0
20021118,0,0,0,0,0,200211,0
20021119,0,0,0,0,0,200211,0
20021120,0,0,0,0,0,200211,0
20021121,0,0,0,0,0,200211,0
20021122,0,0,0,0,0,200211,0
20021123,0,0,0,0,0,200211,0
20021124,0,0,0,0,0,200211,0
20021125,0,0,0,0,0,200211,0
20021126,0,0,0,0,0,200211,0
20021127,0,0,0,0,0,200211,0
20021128,0,0,0,0,0,200211,0
20021129,0,0,0,0,0,200211,0
20021130,0,0,0,0,0,200211,0
20021201,0,0,0,0,0,200212,0
20021202,0,0,0,0,0,200212,0
20021203,0,0,0,0,0,200212,0
20021204,0,0,0,0,0,200212,0
20021205,0,0,0,0,0,200212,0
20021206,0,0,0,0,0,200212,0
20021207,0,0,0,0,0,200212,0
20021208,0,0,0,0,0,200212,0
20021209,0,0,0,0,0,200212,0
20021210,0.008223542,0,0.007040681,0,0.013315549,200212,0.005715954
20021211,0,0,0,0,0,200212,0
20021212,0,0,0,0,0,200212,0
20021213,0.347257257,0.300000012,0.300000012,0.300000012,0.300000012,200212,0.309451461
20021214,2.314372778,1.802404165,2.308864117,1.685590267,1.828367591,200212,1.987919784
20021215,9.128739357,8.716218948,12.51823711,8.702864647,9.377831459,200212,9.688778305
20021216,3.871827602,3.300909996,4.544747353,3.287608862,3.247804642,200212,3.650579691
20021217,25.3003273,25.14947128,36.93239594,23.92431068,26.34436798,200212,27.53017464
20021218,7.482796192,6.622229099,9.090016365,6.163269997,6.658626556,200212,7.203387642
20021219,0.439028233,0.499089926,1.169908524,0.529316187,0.870919049,200212,0.701652384
20021220,6.404575825,6.117712975,8.815027237,5.423727036,5.668372154,200212,6.485883045
20021221,0.990089178,0.923705637,1.375223637,0.90820837,1.123114347,200212,1.064068234
20021222,0.57115829,0.684193373,0.955004096,0.643725991,0.828367651,200212,0.73648988
20021223,0,0,0,0,0,200212,0
20021224,0,0,0,0,0,200212,0
20021225,0.338639408,0.300000012,0.219356745,0.270683795,0,200212,0.225735992
20021226,0.00861786,0,0,0,0,200212,0.001723572
20021227,0.00861786,0,0,0,0,200212,0.001723572
20021228,0.569843888,0.5,0.5,0.5,0.5,200212,0.513968778
20021229,9.270902634,9.321095467,13.08503437,8.64780426,9.215191841,200212,9.908005714
20021230,3.523617506,3.309813976,4.83660078,3,3.119645596,200212,3.557935572
20021231,3.509659767,3.186434507,4.473732948,2.91546607,2.995017767,200212,3.416062212
20030101,5.671013832,4.876474857,6.1953969,4.623778343,4.587266922,200301,5.190786171
20030102,0,0,0,0,0,200301,0
20030103,0,0,0,0,0,200301,0
20030104,0,0,0,0,0,200301,0
20030105,0,0,0,0,0,200301,0
20030106,0,0,0,0,0,200301,0
20030107,0,0,0,0,0,200301,0
20030108,0,0,0,0,0,200301,0
20030109,0,0,0,0,0,200301,0
20030110,0.904052496,0.687799513,0.868182957,0.5,0.529235899,200301,0.697854173
20030111,2.545949936,2.187928438,3.308720112,2.126800776,2.142605066,200301,2.462400866
20030112,0.195944145,0.186434388,0.221945152,0,0.042551432,200301,0.129375023
20030113,0,0,0,0,0,200301,0
20030114,0,0,0,0,0,200301,0
20030115,0,0,0,0,0,200301,0
20030116,0,0,0,0,0,200301,0
20030117,0,0,0,0,0,200301,0
20030118,0,0,0,0,0,200301,0
20030119,0,0,0,0,0,200301,0
20030120,0,0,0,0,0,200301,0
20030121,0,0,0,0,0,200301,0
20030122,0,0,0,0,0,200301,0
20030123,0,0,0,0,0,200301,0
20030124,0,0,0,0,0,200301,0
20030125,0,0,0,0,0,200301,0
20030126,0,0,0,0,0,200301,0
20030127,0,0,0,0,0,200301,0
20030128,0.367365599,0.300000012,0.300000012,0.287608951,0.219437048,200301,0.294882324
20030129,0,0,0,0,0,200301,0
20030130,0,0,0,0,0,200301,0
20030131,0,0,0,0,0,200301,0
20030201,0,0,0,0,0,200302,0
20030202,0.45340234,0.300910085,0.44326964,0.300000012,0.328367621,200302,0.36518994
20030203,0,0,0,0,0,200302,0
20030204,0,0,0,0,0,200302,0
20030205,0,0,0,0,0,200302,0
20030206,0,0,0,0,0,200302,0
20030207,0,0,0,0,0,200302,0
20030208,0,0,0,0,0,200302,0
20030209,0,0,0,0,0,200302,0
20030210,0,0,0,0,0,200302,0
20030211,0,0,0,0,0,200302,0
20030212,0,0,0,0,0,200302,0
20030213,1.335631967,1.421430469,2.270706654,1.598891377,1.642604947,200302,1.653853083
20030214,2.438389063,2.421430349,3.759651661,2.185590267,2.35760355,200302,2.632532978
20030215,0,0,0,0,0,200302,0
20030216,2.210714579,2.112200499,2.813558102,2.299999952,2.32836771,200302,2.352968168
20030217,3.602087975,3.804713726,5.412446499,3.309317112,3.562041998,200302,3.938121462
20030218,0,0,0,0,0,200302,0
20030219,0,0,0,0,0,200302,0
20030220,0.578724623,0.5,0.446237832,0.404182673,0.300000012,200302,0.445829028
20030221,0,0,0,0,0,200302,0
20030222,0,0,0,0,0,200302,0
20030223,0,0,0,0,0,200302,0
20030224,0,0,0,0,0,200302,0
20030225,2.851197004,2.377075434,3.089645147,2.703073978,2.593878508,200302,2.722974014
20030226,1.057443857,1.108482957,1.313557982,0.800000012,0.819490612,200302,1.019795084
20030227,0.765788078,0.798634887,1.158553839,0.800000012,0.800000012,200302,0.864595366
20030228,0.722471416,0.613565624,1.092233539,0.783074856,0.623114407,200302,0.766891968
20030301,0.348177344,0.300000012,0.446237832,0.300000012,0.300000012,200303,0.338883042
20030302,0.016841402,0,0,0,0.013315549,200303,0.00603139
20030303,0,0,0,0,0,200303,0
20030304,0.578461766,0.302404106,0.300000012,0.300000012,0.300000012,200303,0.356173182
20030305,0,0,0,0,0,200303,0
20030306,0,0,0,0,0,200303,0
20030307,0,0,0,0,0,200303,0
20030308,0,0,0,0,0,200303,0
20030309,0,0,0,0,0,200303,0
20030310,0,0,0,0,0,200303,0
20030311,0,0,0,0,0,200303,0
20030312,0,0,0,0,0,200303,0
20030313,0,0,0,0,0,200303,0
20030314,0,0,0,0,0,200303,0
20030315,1.881188631,1.809813857,2.587637663,1.423726797,1.52923584,200303,1.846320558
20030316,11.61397743,10.77912807,14.44041824,10.15606403,10.65006065,200303,11.52792969
20030317,0.751687825,0.427440703,0.667320192,0.300000012,0.328367621,200303,0.49496327
20030318,0.356795192,0.300000012,0.441544056,0.185590208,0.300000012,200303,0.316785896
20030319,0,0,0,0,0,200303,0
20030320,0.353002518,0.300000012,0.441544056,0.300000012,0.300000012,200303,0.338909322
20030321,0.167480826,0.186434388,0.219356745,0,0,200303,0.114654392
20030322,0,0,0,0,0,200303,0
20030323,0.347257257,0.300000012,0.219356745,0.270683795,0,200303,0.227459562
20030324,0.606793642,0.425199687,0.653860092,0.300000012,0.300000012,200303,0.457170689
20030325,0,0,0,0,0,200303,0
20030326,0,0,0,0,0,200303,0
20030327,0,0,0,0,0,200303,0
20030328,0,0,0,0,0,200303,0
20030329,0,0,0,0,0,200303,0
20030330,0,0,0,0,0,200303,0
20030331,0,0,0,0,0,200303,0
20030401,0,0,0,0,0,200304,0
20030402,1.911210179,1.612218022,2.396783829,1.173199177,1.206121445,200304,1.65990653
20030403,3.051686525,2.622812986,4.196156025,1.809316993,2.02923584,200304,2.741841674
20030404,0.022586644,0.184193358,0.221945152,0,0.042551432,200304,0.094255317
20030405,9.87962532,9.049985886,9.505805016,10.17733097,10.31630802,200304,9.785811043
20030406,0,0,0,0,0,200304,0
20030407,0,0,0,0,0,200304,0
20030408,0,0,0,0,0,200304,0
20030409,0,0,0,0,0,200304,0
20030410,0,0,0,0,0,200304,0
20030411,0,0,0,0,0,200304,0
20030412,0,0,0,0,0,200304,0
20030413,4.334732056,3.241933823,4.556337357,2.783074856,2.642605066,200304,3.511736631
20030414,12.29461098,10.2519455,16.34864235,8.740651131,9.104476929,200304,11.34806538
20030415,5.421001434,4.625054359,7.400640488,4,4.070919037,200304,5.103523064
20030416,0.361226052,0.300000012,0.446237832,0.300000012,0.300000012,200304,0.341492784
20030417,0.592824876,0.425199687,0.670288384,0.300000012,0.300000012,200304,0.457662594
20030418,1.051304221,0.812089086,1.599372149,0.5,0.529235899,200304,0.898400271
20030419,,,0,,0,200304,0
20030420,,,0,,0,200304,0
20030421,0.7571702,0.686434388,1.084951282,0.5,0.5,200304,0.705711174
20030422,2.021495581,1.99637723,3.542877436,1.212392092,1.394964337,200304,2.033621335
20030423,0.592824876,0.425199687,0.811832428,0.300000012,0.300000012,200304,0.485971403
20030424,0.022323765,0,0,0,0,200304,0.004464753
20030425,0.756764889,0.799218833,1.524148464,0.617577732,0.862585664,200304,0.912059116
20030426,0.195944145,0.002241041,0.365594566,0,0,200304,0.11275595
20030427,0,0,0,0,0,200304,0
20030428,0.022586644,0,0.007040681,0,0,200304,0.005925465
20030429,2.835617542,2.62144804,4.502333641,2.016925097,2.238927603,200304,2.843050385
20030430,0,0,0,0,0,200304,0
20030501,0,0,0,0,0,200305,0
20030502,0,0,0,0,0,200305,0
20030503,0.481460333,0.683283269,1.177329063,0.440651923,0.706121504,200305,0.697769219
20030504,3.275182486,3.493955612,5.634575367,3.3657341,4.21630764,200305,3.997151041
20030505,0.954050899,0.874800324,1.446237803,1.016925097,1.219437003,200305,1.102290225
20030506,0,0,0,0,0,200305,0
20030507,,,0,,0,200305,0
20030508,0.60104841,0.612200499,0.946237803,0.800000012,0.800000012,200305,0.751897347
20030509,1.983540893,2.294118643,3.921978235,2.328208447,2.685219049,200305,2.642613053
20030510,,,0,,0,200305,0
20030511,,,0,,0,200305,0
20030512,,,0,,0,200305,0
20030513,0,0,0,0,0,200305,0
20030514,0.00861786,0,0,0,0,200305,0.001723572
20030515,0.5866853,0.612200499,0.804693758,0.800000012,0.800000012,200305,0.720715916
20030516,0.643480539,0.5,0.505315065,0.4154661,0.417923748,200305,0.496437091
20030517,,,0,,0,200305,0
20030518,,,0,,0,200305,0
20030519,0,0,0,0,0,200305,0
20030520,0,0,0,0,0,200305,0
20030521,0,0,0,0,0,200305,0
20030522,0,0,0,0,0,200305,0
20030523,0,0,0,0,0,200305,0
20030524,,,0,,0,200305,0
20030525,,,0,,0,200305,0
20030526,,,0,,0,200305,0
20030527,0,0,0,0,0,200305,0
20030528,0,0,0,0,0,200305,0
20030529,,,0,,0,200305,0
20030530,0,0,0,0,0,200305,0
20030531,,,0,,0,200305,0
20030601,,,0,,0,200306,0
20030602,0,0,0,0,0,200306,0
20030603,0,0,0,0,0,200306,0
20030604,0,0,0,0,0,200306,0
20030605,0,0,0,0,0,200306,0
20030606,0,0,0,0,0,200306,0
20030607,,,0,,0,200306,0
20030608,,,0,,0,200306,0
20030609,0,0,0,0,0,200306,0
20030610,0,0,0,0,0,200306,0
20030611,0,0,0,0,0,200306,0
20030612,0,0,0,0,0,200306,0
20030613,0,0,0,0,0,200306,0
20030614,,,0,,0,200306,0
20030615,,,0,,0,200306,0
20030616,0,0,0,0,0,200306,0
20030617,0,0,0,0,0,200306,0
20030618,0,0,0,0,0,200306,0
20030619,,,0,,0,200306,0
20030620,0,0,0,0,0,200306,0
20030621,,,0,,0,200306,0
20030622,,,0,,0,200306,0
20030623,0,0,0,0,0,200306,0
20030624,0.542371869,0.302112132,0.300000012,0.466501117,0.300000012,200306,0.382197028
20030625,0,0,0,0,0,200306,0
20030626,0,0,0,0,0,200306,0
20030627,0,0,0,0,0,200306,0
20030628,,,0,,0,200306,0
20030629,,,0,,0,200306,0
20030630,0,0,0,0,0,200306,0
20030701,0,0,0,0,0,200307,0
20030702,0,0,0,0,0,200307,0
20030703,0,0,0,0,0,200307,0
20030704,,,0,,0,200307,0
20030705,,,0,,0,200307,0
20030706,,,,,,200307,#DIV/0!
20030707,0,0,0,0,0,200307,0
20030708,0,0,0,0,0,200307,0
20030709,0,0,0,0,0,200307,0
20030710,0,0,0,0,0,200307,0
20030711,0,0,0,0,0,200307,0
20030712,,,0,,0,200307,0
20030713,,,0,,0,200307,0
20030714,0,0,0,0,0,200307,0
20030715,0,0,0,0,0,200307,0
20030716,0,0,0,0,0,200307,0
20030717,0,0,0,0,0,200307,0
20030718,0,0,0,0,0,200307,0
20030719,,,0,,0,200307,0
20030720,,,0,,0,200307,0
20030721,0.757827401,0.611634076,1.048963189,0.300000012,0.368217051,200307,0.617328346
20030722,0,0,0.226638928,0,0.029235885,200307,0.051174963
20030723,0,0,0.007040681,0,0,200307,0.001408136
20030724,0,0,0,0,0,200307,0
20030725,0,0,0,0,0,200307,0
20030726,,,0,,0,200307,0
20030727,,,0,,0,200307,0
20030728,0.016841402,0,0.011734468,0,0,200307,0.005715174
20030729,0,0,0,0,0,200307,0
20030730,,,0,,0,200307,0
20030731,0,0,0,0,0,200307,0
20030801,6.256327629,5.244853497,5.460652828,4.408470154,3.948993444,200308,5.06385951
20030802,,,0,,0,200308,0
20030803,,,0,,0,200308,0
20030804,1.0362674,1.539143324,1.898509264,0.673199177,0.738927662,200308,1.177209365
20030805,0,0,0,0,0,200308,0
20030806,0,0,0,0,0,200308,0
20030807,0,0,0,0,0,200308,0
20030808,0,0,0,0,0,200308,0
20030809,,,0,,0,200308,0
20030810,,,0,,0,200308,0
20030811,0,0,0,0,0,200308,0
20030812,0,0,0,0,0,200308,0
20030813,0,0,0,0,0,200308,0
20030814,0,0,0,0,0,200308,0
20030815,0,0,0,0,0,200308,0
20030816,,,0,,0,200308,0
20030817,,,0,,0,200308,0
20030818,0,0,0,0,0,200308,0
20030819,0,0,0,0,0,200308,0
20030820,0,0,0,0,0,200308,0
20030821,0,0,0,0,0,200308,0
20030822,,,0,,0,200308,0
20030823,,,0,,0,200308,0
20030824,,,0,,0,200308,0
20030825,0,0,0,0,0,200308,0
